batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B038769,594,608,601,364,596,233,927,339,684,930,168,176,155,628,396,376,938,193,935,215,784,955,203,803,499,248,642,333,848,623
B024293,535,909,794,247,368,447,499,850,65,257,944,41,957,314,749,944,248,612,491,136,302,908,787,670,435,918,959,334,92,994
B000611,860,667,27,837,744,75,815,375,688,579,986,687,180,313,745,932,362,155,159,267,271,627,168,786,168,486,772,303,670,804
B044838,968,704,793,206,23,632,408,124,477,470,387,732,609,268,259,776,653,209,270,97,176,650,699,848,730,54,131,603,265,775
B041886,614,437,37,985,740,532,701,966,136,153,478,279,596,843,771,869,497,961,135,816,340,294,242,101,431,482,675,335,104,496
B003937,62,908,43,618,948,977,843,287,846,852,544,384,357,903,689,310,735,391,271,148,934,547,941,886,688,15,51,264,51,160
B010795,658,202,354,99,455,318,194,414,347,580,595,119,242,683,187,217,560,424,323,949,680,248,146,310,473,392,847,261,861,469
B042320,66,260,86,462,310,675,288,774,904,69,259,814,759,790,871,700,553,769,537,203,443,770,707,572,786,392,766,450,153,366
B043216,680,114,961,224,166,584,632,819,287,821,816,766,659,551,991,720,339,116,161,417,864,924,118,179,624,274,738,218,138,636
B034189,988,566,177,912,568,568,857,766,574,347,641,578,834,437,596,9,368,299,781,529,109,356,347,110,768,16,316,306,222,658
B018133,420,567,260,856,183,740,714,213,249,876,794,852,248,991,125,316,669,30,201,408,853,293,256,774,183,873,376,815,593,181
B004250,957,929,330,814,677,904,475,628,466,828,358,203,336,530,18,895,651,145,351,545,721,800,675,485,101,793,934,674,697,974
B001614,732,571,749,946,307,244,24,621,547,871,748,725,234,594,947,54,379,183,627,12,865,248,403,918,245,774,193,236,290,754
B046574,474,129,815,136,848,446,57,759,576,284,385,942,591,994,264,468,9,932,5,382,915,593,272,88,770,821,589,506,212,780
B042376,50,700,65,519,109,554,43,361,910,73,562,286,988,703,567,889,317,252,300,324,630,567,412,263,971,812,392,259,917,316
B041358,469,211,130,395,203,155,336,130,967,405,611,35,498,60,49,346,435,929,99,433,990,815,99,849,806,517,101,819,912,710
B026984,308,47,990,195,529,670,74,535,506,107,128,849,968,313,173,96,352,643,593,822,800,408,858,424,816,85,633,994,348,974
B049243,741,554,272,662,271,25,148,44,708,336,292,951,161,724,738,159,345,967,347,390,21,909,671,378,241,274,452,297,639,644
B034369,718,822,557,947,415,14,641,992,24,348,736,779,937,951,421,766,556,190,233,891,604,651,138,423,861,449,166,645,532,509
B028320,782,148,164,371,854,880,303,798,232,468,958,612,255,106,160,64,992,116,474,668,670,16,796,641,129,714,578,757,23,631
B000444,477,126,843,505,917,718,333,248,450,754,251,643,117,125,918,817,615,176,278,372,159,202,250,591,412,12,322,624,837,764
B044525,447,139,918,813,275,944,392,402,646,185,404,589,153,247,644,888,173,815,659,454,18,72,385,438,510,35,923,888,991,109
B048022,84,301,968,845,219,345,607,78,733,596,194,892,372,330,71,833,363,417,979,243,978,244,35,290,146,17,493,417,302,984
B024663,21,913,990,784,26,641,110,908,567,287,976,977,341,857,509,496,604,91,288,175,383,218,489,432,567,280,96,670,387,947
B024027,439,175,401,341,541,841,802,116,460,983,768,744,840,343,428,921,635,34,465,465,56,359,563,15,262,736,978,426,94,47
B014929,83,103,144,445,838,100,779,24,679,555,78,783,247,895,905,621,850,947,924,509,724,43,520,37,731,721,678,686,380,110
B021087,523,262,668,71,883,83,253,837,304,922,916,269,248,729,513,605,695,258,603,205,105,269,599,779,791,440,754,554,150,396
B023559,756,307,147,29,180,681,823,130,973,737,87,219,359,989,69,539,379,559,572,987,965,501,765,917,97,950,70,224,105,176
B033882,685,828,174,495,635,439,881,84,217,353,658,410,506,981,540,183,362,263,892,655,426,686,591,987,521,980,920,234,653,524
B045810,139,91,570,436,725,190,444,928,408,818,796,905,820,54,376,229,182,211,57,471,726,317,307,343,265,193,305,256,599,435
B043696,702,98,180,615,654,690,297,993,179,782,329,935,773,172,291,333,620,627,320,984,955,732,113,665,918,17,461,95,178,987
B013895,458,106,151,83,99,796,752,754,913,619,640,652,217,749,488,935,854,960,97,192,346,598,750,620,442,68,335,467,313,249
B014209,702,995,543,860,852,792,257,802,358,709,133,772,996,933,483,58,580,517,788,812,209,910,330,317,203,268,549,840,639,426
B036082,418,169,800,781,425,962,91,938,122,109,78,738,968,172,239,645,102,444,65,922,327,529,183,172,254,881,403,779,594,742
B040908,988,269,339,16,318,264,533,346,974,170,200,893,222,174,298,72,973,106,291,845,901,744,181,470,699,969,656,34,466,655
B032695,540,379,130,701,366,980,634,940,204,549,111,371,918,134,717,227,25,337,992,539,474,671,492,906,760,558,756,82,995,750
B005083,417,625,290,144,541,480,384,451,87,458,296,752,352,814,722,605,877,222,946,301,916,514,712,82,410,345,175,128,466,497
B024108,173,730,479,828,806,335,710,275,576,503,836,51,693,412,995,507,163,344,828,144,661,561,907,238,443,139,876,767,394,232
B031946,114,21,876,302,451,886,255,427,384,504,646,779,213,526,553,400,655,352,339,491,711,218,275,732,24,302,660,372,527,437
B016216,125,923,493,841,617,861,423,664,976,150,4,512,787,685,913,713,194,624,253,266,768,28,535,133,263,364,70,476,512,233
B013752,490,828,958,850,453,976,925,710,569,84,42,86,648,652,848,11,424,274,919,899,34,559,982,164,374,100,511,297,292,475
B016604,103,660,406,746,19,435,694,995,194,689,42,115,786,215,409,946,236,300,227,458,80,394,515,461,794,169,374,491,352,281
B008572,881,752,825,584,630,511,979,438,856,125,530,717,770,686,41,666,248,638,516,237,724,475,724,451,552,59,569,265,747,37
B033136,587,723,751,193,419,420,771,796,774,70,34,675,587,524,200,965,520,123,486,187,696,456,8,980,227,566,990,321,88,102
B030560,181,663,163,912,202,854,38,367,431,174,585,230,575,585,388,39,211,185,955,12,763,884,154,990,635,544,38,467,431,527
B044560,980,332,245,763,555,600,121,316,429,139,764,956,562,200,204,347,419,587,358,313,43,152,264,997,810,431,911,316,329,840
B038615,587,225,388,904,850,331,106,160,84,355,103,568,638,878,702,164,589,587,580,295,198,166,156,385,13,22,463,246,259,714
B039355,556,326,509,780,301,938,743,115,630,507,979,432,91,231,799,537,343,983,249,788,973,263,925,515,707,803,460,405,817,895
B019104,818,57,318,873,767,394,566,203,198,557,896,744,216,119,458,69,823,807,591,218,294,630,729,462,951,896,495,985,37,663
B012395,95,203,324,591,716,838,664,837,926,527,16,717,857,34,218,474,438,66,31,724,486,703,958,805,856,404,619,663,24,956
B030030,172,890,930,612,209,214,65,387,889,607,366,583,625,223,58,221,281,359,215,685,403,853,127,558,490,774,741,271,899,383
B008102,944,785,282,324,916,25,649,916,428,311,242,947,916,324,281,986,418,62,136,4,146,708,959,61,749,912,583,213,380,986
B043910,551,85,782,567,324,342,42,27,863,131,834,348,888,669,930,397,986,86,464,957,378,988,129,542,355,992,837,329,88,594
B035131,663,624,58,422,19,756,693,633,813,873,733,401,486,496,362,822,897,653,746,533,450,348,406,425,647,982,736,995,667,522
B025113,30,871,682,150,19,433,146,242,819,659,116,802,151,844,751,802,430,898,990,464,628,868,241,646,319,919,227,898,379,116
B028021,289,6,113,405,827,122,686,206,673,994,339,338,832,525,378,678,690,838,55,57,757,747,756,264,833,436,472,676,133,862
B027351,210,148,493,677,297,877,925,677,362,269,348,118,385,691,129,100,193,235,933,325,221,279,686,856,77,454,773,408,565,937
B037838,705,693,955,362,990,188,269,974,731,485,906,294,873,828,864,72,188,781,981,576,373,15,464,31,91,706,299,988,268,634
B047515,747,624,15,244,273,85,148,138,652,724,673,378,238,140,518,751,588,871,55,443,253,698,354,161,313,33,436,212,168,852
B036917,155,100,274,514,689,937,318,323,782,501,355,151,320,175,497,683,121,579,587,493,9,494,152,83,586,32,787,910,864,204
B050353,491,993,932,601,957,824,475,405,939,964,253,388,716,659,881,58,72,877,675,344,771,659,679,537,608,430,392,993,579,352
B031347,888,829,904,588,724,24,587,279,490,691,431,238,489,511,984,332,580,899,822,314,948,474,781,766,843,232,129,420,879,881
B019917,742,637,668,9,272,86,136,922,185,281,321,727,949,461,141,831,294,965,482,454,370,570,151,647,922,740,905,501,523,539
B024507,296,381,610,974,467,984,359,470,283,362,253,852,178,577,427,920,631,929,838,160,522,398,472,317,132,551,250,516,648,666
B047985,788,651,149,156,493,22,268,943,596,488,634,758,141,615,620,420,598,143,871,360,209,348,437,609,585,493,497,142,332,531
B033517,739,328,356,37,913,655,640,554,217,245,775,985,808,303,915,141,700,170,469,277,354,240,674,557,765,292,229,340,156,890
B041855,851,720,521,21,175,757,647,690,80,83,285,751,762,235,74,347,956,717,102,396,623,41,526,347,501,691,90,702,44,830
B010844,258,70,403,638,513,923,609,836,511,927,838,982,8,671,484,404,713,277,501,895,981,624,909,145,195,865,656,965,693,159
B034678,897,876,65,934,771,517,289,143,675,113,564,356,214,60,871,984,37,422,1,287,83,560,698,187,952,226,61,486,841,150
B037316,745,48,798,168,870,458,474,863,962,361,479,764,562,914,77,786,921,673,456,807,220,772,243,969,170,414,389,959,759,131
B011248,502,776,119,493,761,928,891,972,396,51,908,420,299,831,597,634,812,297,474,85,956,213,797,228,913,300,136,79,606,19
B034274,975,509,182,570,821,770,496,774,626,233,563,37,290,823,836,753,54,873,181,763,864,920,964,9,213,840,546,506,571,906
B031768,624,307,614,848,325,964,620,81,659,245,145,673,815,808,174,35,157,593,833,683,890,998,478,377,969,237,518,821,412,25
B030816,667,152,16,417,879,553,15,232,83,330,583,561,945,11,805,742,66,870,448,955,281,709,674,891,131,84,514,612,558,519
B018279,932,317,201,377,4,795,510,914,958,590,953,77,452,373,651,433,31,726,314,538,633,866,157,146,483,905,956,818,73,59
B033513,975,636,2,440,896,273,412,879,164,982,623,559,979,899,592,514,348,136,320,870,432,642,307,194,772,249,869,696,20,954
B035841,473,77,619,681,411,661,434,258,972,828,262,793,222,988,68,673,452,504,378,832,532,939,202,136,686,425,608,393,12,659
B039931,730,390,582,420,391,533,675,75,290,34,570,245,637,325,34,211,76,759,501,269,882,515,6,213,933,341,248,231,371,955
B023269,631,24,266,393,375,816,558,892,90,22,85,142,574,408,384,831,31,306,397,88,482,965,25,315,63,402,964,507,775,184
B014868,49,375,521,844,622,600,343,211,232,792,844,435,581,826,387,745,252,498,758,985,500,176,329,534,432,882,164,325,436,224
B017183,220,217,437,141,924,466,326,410,152,838,257,787,326,775,371,878,885,303,34,206,544,435,907,442,882,610,846,303,135,732
B001299,738,107,808,509,334,127,519,248,309,37,589,634,824,866,473,472,26,903,256,44,749,860,828,525,263,889,975,460,563,655
B020467,63,528,427,114,965,324,773,271,403,734,334,809,160,274,813,500,35,185,446,756,871,273,287,916,735,361,685,902,976,307
B027692,553,260,247,483,93,428,903,799,25,592,598,50,872,665,804,931,124,617,257,546,73,746,727,743,396,13,613,418,728,362
B009594,999,247,503,222,729,216,371,450,844,44,424,778,647,416,378,832,863,852,665,997,78,584,495,116,600,70,357,477,735,703
B018894,659,450,636,12,408,388,300,943,705,167,964,482,46,302,486,915,645,650,741,691,824,5,722,812,932,908,95,902,271,713
B012532,961,946,79,75,483,397,136,458,570,107,912,151,518,470,383,874,39,813,382,563,437,794,907,777,236,337,195,388,374,401
B014991,145,218,689,520,699,322,671,798,618,33,663,271,670,563,624,229,518,99,152,520,109,721,263,560,963,564,963,105,58,885
B039999,298,444,988,690,27,345,375,265,876,774,212,319,971,817,768,431,677,851,371,243,357,455,602,578,519,168,304,132,573,782
B009097,488,945,112,89,81,810,173,482,293,127,893,779,124,334,214,989,737,849,680,742,320,159,366,677,309,299,288,845,349,292
B027048,469,543,268,135,995,279,170,142,499,559,342,728,215,940,716,432,593,585,836,986,780,133,544,564,496,926,255,825,809,546
B022472,264,345,861,241,970,517,242,598,103,562,458,160,298,416,217,887,721,546,754,684,97,385,84,697,894,536,598,183,354,600
B049653,214,893,562,217,531,15,4,573,436,609,230,943,753,613,190,93,973,602,446,426,267,282,0,430,346,838,721,260,510,211
B012217,366,931,406,828,269,507,846,829,880,103,895,65,743,156,286,845,950,725,217,628,711,355,739,153,879,479,632,442,392,711
B004287,579,679,247,634,440,618,668,849,406,777,705,113,335,563,597,504,683,797,975,669,384,311,477,858,847,818,546,231,692,400
B035244,773,106,407,70,811,557,36,266,863,80,286,994,747,72,730,636,154,790,23,295,164,567,357,488,576,654,278,45,829,278
B010994,182,767,360,937,275,354,22,26,558,969,15,833,283,355,228,126,815,753,264,994,439,834,155,910,53,298,114,91,809,210
B033367,5,969,181,129,862,251,926,986,394,718,359,831,164,835,105,513,612,499,146,990,721,383,884,454,971,559,317,167,48,940
B018336,35,153,96,386,426,349,700,30,977,591,158,769,706,895,829,639,939,711,133,124,233,777,90,861,716,220,166,321,711,696
B001003,769,899,517,785,927,403,330,661,615,496,711,988,677,889,984,639,397,523,472,882,943,609,758,864,313,709,104,720,1,465
B007161,412,455,7,689,804,28,711,404,49,56,821,195,468,290,106,570,302,423,186,614,864,303,476,939,540,505,6,394,911,245
B011590,363,247,778,52,897,338,518,740,157,433,193,197,348,616,823,109,814,753,80,341,85,128,453,819,31,542,910,203,912,158
B016581,571,207,153,734,539,88,799,108,470,876,303,474,568,915,50,511,455,945,57,668,997,816,119,492,845,511,612,29,85,365
B020734,528,901,773,177,816,879,17,947,627,546,256,630,824,37,996,180,196,35,541,736,322,361,741,183,378,246,909,0,274,938
B014870,209,810,432,113,510,114,815,103,505,455,394,589,827,41,679,812,585,130,821,276,845,870,177,280,138,255,34,923,290,539
B010846,30,223,256,693,94,894,855,101,117,71,627,187,852,371,792,358,826,891,889,498,529,933,179,838,222,184,87,170,326,342
B049521,959,259,119,472,865,925,820,817,478,419,616,119,61,572,493,286,552,805,120,181,780,893,214,562,385,170,804,681,408,736
B018277,611,269,798,301,509,18,606,242,926,890,50,607,191,512,104,926,494,628,963,803,835,303,71,571,147,241,419,664,476,30
B039715,783,426,598,144,103,95,281,144,758,486,165,332,463,776,301,13,173,758,316,152,510,222,350,7,302,15,692,850,405,383
B031977,274,484,442,721,721,901,77,510,416,837,781,175,990,245,331,400,861,77,307,68,395,796,970,118,285,403,53,655,752,318
B021700,635,689,662,735,207,776,558,631,529,185,855,259,603,455,471,562,267,511,847,151,465,217,669,799,851,200,275,474,655,689
B000808,875,27,538,746,514,974,146,459,645,613,332,679,210,721,225,922,655,291,481,511,549,0,656,376,793,552,499,142,733,159
B045791,224,42,742,487,818,267,645,294,358,228,686,449,417,30,492,516,123,849,10,648,248,496,335,341,710,905,84,393,974,938
B009275,33,615,144,435,19,718,297,592,941,414,10,748,715,713,507,910,234,176,63,461,981,844,639,227,359,341,877,776,957,979
B038951,943,325,420,631,338,365,424,723,996,133,732,117,610,369,439,511,206,346,557,237,333,83,975,641,271,921,645,360,31,131
B029136,715,951,200,751,250,671,437,375,81,104,440,798,32,69,638,964,936,749,228,322,464,513,726,476,334,193,391,630,943,386
B049771,456,636,64,237,531,84,242,10,209,12,768,597,517,922,528,272,925,161,817,63,1,490,859,406,476,401,295,464,753,771
B040690,40,623,752,590,729,47,918,619,31,676,499,571,496,330,774,947,285,569,535,7,493,973,5,908,181,966,190,169,897,955
B032372,108,279,911,650,368,641,374,787,861,38,98,998,479,612,538,776,617,602,951,987,521,787,79,978,903,528,600,974,266,573
B033521,305,356,972,842,895,377,335,14,771,33,829,389,140,255,624,357,741,301,264,272,815,608,377,70,660,104,870,822,134,614
B002830,338,238,86,942,573,420,842,273,205,244,497,560,67,516,78,207,471,385,676,461,44,958,26,114,133,282,820,373,456,512
B035537,405,994,700,171,211,430,702,238,202,695,101,590,832,301,366,974,114,259,935,738,585,209,768,602,373,990,252,914,509,702
B037812,523,547,249,402,81,860,348,372,920,459,208,959,241,588,445,11,196,682,142,458,771,752,689,222,903,741,773,375,402,486
B017985,670,960,198,219,302,510,383,459,844,486,725,787,74,880,371,589,286,816,142,862,140,151,505,82,609,190,203,662,667,657
B048082,380,94,661,459,792,803,495,631,280,742,598,758,467,145,899,467,593,732,506,950,602,437,294,463,257,542,742,166,259,908
B032777,367,878,837,769,563,34,380,297,341,31,583,568,281,827,313,641,767,985,756,334,451,183,108,930,444,259,136,727,772,963
B005145,795,557,634,621,325,533,673,763,308,59,759,874,891,963,348,103,67,482,642,65,102,848,126,74,961,951,669,451,894,142
B029496,287,35,745,602,639,309,160,302,563,600,467,390,34,506,799,611,693,970,673,747,138,725,943,632,493,806,346,300,920,594
B025785,39,294,7,272,547,564,147,993,781,760,467,869,924,346,205,125,556,574,565,714,582,746,544,315,899,976,297,851,945,571
B037789,918,27,177,622,887,700,768,747,730,865,761,533,69,73,122,812,532,973,964,113,123,71,364,433,253,74,877,802,928,981
B004997,157,327,588,679,963,312,336,766,289,298,892,895,974,667,775,252,344,353,820,579,334,26,526,885,662,270,558,96,784,960
B046795,16,919,123,710,987,959,87,144,274,476,189,439,286,307,740,739,105,687,6,433,723,887,90,434,39,518,517,570,740,104
B014000,883,361,507,869,426,605,446,130,713,996,371,152,802,348,935,547,525,790,414,921,149,146,814,218,0,817,985,587,675,394
B033760,364,96,822,368,232,433,970,162,859,425,628,257,47,389,347,259,520,347,472,164,574,95,602,756,223,48,470,33,834,619
B003327,539,806,114,661,929,562,6,442,769,790,295,509,805,718,597,771,496,884,686,257,472,1,394,818,978,536,42,196,597,794
B005089,344,442,99,544,567,13,969,408,765,314,728,778,265,174,51,786,779,619,485,312,310,776,694,815,497,291,411,620,429,390
B013674,949,777,137,122,151,40,940,509,771,371,783,72,998,721,737,697,81,750,976,132,265,44,504,876,563,699,165,396,75,706
B023823,573,158,321,1,914,910,230,624,230,445,249,430,239,502,332,277,962,743,486,792,199,252,9,900,892,913,864,259,233,526
B003798,410,791,176,768,981,333,702,345,870,271,618,833,233,897,749,849,754,732,140,126,513,908,931,535,710,217,136,398,64,461
B040006,659,326,25,982,59,804,713,92,753,63,933,861,425,330,843,387,139,381,878,271,57,778,119,882,565,596,447,593,23,514
B040411,166,792,83,983,476,978,214,924,184,938,555,114,197,761,999,282,882,795,45,541,651,364,453,934,868,558,810,492,411,682
B042839,732,195,935,799,288,573,211,170,36,735,303,800,814,503,336,109,546,768,429,562,180,511,98,880,270,62,723,496,8,189
B000807,171,166,777,429,642,418,948,98,940,567,465,846,221,647,815,91,351,398,27,653,884,206,53,96,248,297,660,553,105,905
B038585,975,425,165,502,977,50,820,995,195,694,84,555,319,686,142,156,234,952,916,573,631,872,919,486,566,688,916,815,793,768
